Date file: /home/fk1j/ib9503_04/test_case9_hfb/hfb320_10.cdf
19 Variables plus time, with 601 values each

              T           DELV           PDYN         THRUST          TASCG          ALFCG            THE              Q           QDOT           AXCG           AZCG           AYCG              P              R           PDOT           RDOT          BETCG            PHI           DAIL           DRUD
              S            RAD             PA              N            M/S            RAD            RAD          RAD/S         RAD/S2           M/S2           M/S2           M/S2          RAD/S          RAD/S         RAD/S2         RAD/S2            RAD            RAD            RAD            RAD

       45.20001    -0.00687703       5090.438       11713.88       113.1326      0.1038954      0.1009808     0.01016565      0.0106205       0.898073      -10.77917     -0.0657868    -0.01214078     0.00383398    -0.01040545     0.01132767     0.00205725     0.01381700    -0.03889551    -0.01547824
       45.30001    -0.00761981       5104.350       11744.32       113.1317      0.1040562      0.1018665     0.01188789      0.0111946       0.898153      -10.77897     -0.0928541    -0.00988627     0.00487961     0.03410672     0.01103721     0.00318926     0.01122412    -0.03909117    -0.01547824
       45.40001    -0.00724842       5093.915       11734.17       113.1315      0.1045479      0.1032835     0.01223234      0.0077501       0.917325      -10.82924     -0.0685231    -0.00711149     0.00592525    -0.00043353     0.00755181     0.00066880     0.01070555    -0.03909117    -0.01567697
       45.50001    -0.00743411       5069.558       11693.54       113.1309      0.1060230      0.1047005     0.01326568     -0.0020093       0.926033      -10.84497     -0.0486766    -0.00919257     0.00627379     0.00375755     0.00058090    -0.00051061     0.00707552    -0.03904226    -0.01567697
       45.60001    -0.00761981       5048.680       11713.88       113.1317      0.1058943      0.1055862     0.01188789     -0.0106205       0.934845      -10.95839     -0.0483624    -0.00607095     0.00592525     0.01965472    -0.01365132     0.00034890     0.00966839    -0.03889551    -0.01577634
       45.70001    -0.00724842       5034.763       11713.08       113.0877      0.1058626      0.1075346     0.01154344     -0.0020093       0.935785      -10.97986     -0.0487478    -0.00607095     0.00418253    -0.00086711    -0.00203314     0.00181010     0.00707552    -0.03879767    -0.01577634
       45.80001    -0.00761981       5034.761       11672.48       113.0879      0.1060602      0.1075346     0.01119899     -0.0078936       0.935138      -10.84705     -0.0794498    -0.00572410     0.00557670     0.00375752     0.01190857     0.00078882     0.00707552    -0.03909117    -0.01562729
       45.90001    -0.00724842       5062.599       11706.11       112.6911      0.1057372      0.1091287     0.01016565     -0.0047361       0.935479      -10.84593     -0.0537626    -0.00537725     0.00592525     0.00231231    -0.00145226     0.00067493     0.00707552    -0.03909117    -0.01567697
       46.00001    -0.00669133       5052.158       11635.12       112.6910      0.1057533      0.1098372     0.01033787      0.0018658       0.941091      -10.84359     -0.0401540    -0.00503040     0.00557670     0.00982737    -0.00029045    -0.00067165     0.00655694    -0.03899334    -0.01577634
       46.10001    -0.00650563       5038.239       11706.11       112.6910      0.1059831      0.1107229     0.01033787      0.0002870       0.936034      -10.97904     -0.0339188    -0.00329616     0.00592525     0.02283419     0.00319495    -0.00223900     0.00551979    -0.03889551    -0.01587570
       46.20001    -0.00687703       5038.239       11704.58       112.6027      0.1062136      0.1112543     0.01033787     -0.0024398       0.935735      -10.98001     -0.0273009    -0.00086823     0.00592525     0.01864311    -0.00580906    -0.00239021     0.00448264    -0.03889551    -0.01592539
       46.30001    -0.00761981       5038.239       11706.11       112.6913      0.1063942      0.1132027     0.00982120     -0.0070325       0.935223      -10.84675     -0.0363144     0.00051917     0.00487961     0.02008831    -0.01016586    -0.00212322     0.00551979    -0.03889551    -0.01597507
       46.40001    -0.00743411       5048.680       11706.14       112.6917      0.1073636      0.1137341     0.00913230     -0.0041621       0.935533      -10.83348     -0.0392436     0.00312053     0.00418253     0.02225611    -0.00261409    -0.00220820     0.00655694    -0.03899334    -0.01587570
       46.50001    -0.00724842       5038.239       11704.58       112.6034      0.1065601      0.1146198     0.00913230      0.0045926       0.936497      -10.97752      0.0090173     0.00450792     0.00418253     0.00289040    -0.00290452    -0.00285158     0.00551979    -0.03909117    -0.01587570
       46.60001    -0.00743411       5038.239       11706.11       112.6913      0.1066240      0.1151511     0.00982120      0.0043056       0.926696      -10.83047     -0.0109498     0.00433449     0.00348544     0.01228420    -0.00813268    -0.00278717     0.00551979    -0.03909117    -0.01577634
       46.70001    -0.00724842       5038.239       11706.11       112.6913      0.1059347      0.1160368     0.00982120     -0.0031574       0.935646      -10.78408     -0.0183899     0.00676243     0.00278835     0.01083901    -0.00348545    -0.00206078     0.00655694    -0.03899334    -0.01587570
       46.80001    -0.00706272       5048.680       11706.11       112.6915      0.1056726      0.1169224     0.00947675      0.0018657       0.906881      -10.78229     -0.0195604     0.00641558     0.00278835     0.00462467     0.00174271    -0.00466148     0.00707552    -0.03889551    -0.01577634
       46.90001    -0.00706272       5038.239       11704.58       112.6028      0.1057379      0.1179852     0.01016565      0.0054537       0.926825      -10.83007     -0.0030016     0.00814982     0.00278835     0.01994378    -0.00784225    -0.00676506     0.00811267    -0.03889551    -0.01597507
       47.00001    -0.00687703       5010.402       11655.41       112.6910      0.1057533      0.1190480     0.01033787      0.0002870       0.940911      -10.84417      0.0102429     0.00988406     0.00139418     0.01213969    -0.00929452    -0.00565198     0.00863124    -0.03899334    -0.01587570
       47.10001    -0.00724842       5020.843       11703.02       112.5145      0.1061983      0.1202879     0.01016565     -0.0074630       0.954715      -10.84692      0.0157848     0.01057776     0.00104563     0.00635891    -0.00638998    -0.00699698     0.00707552    -0.03889551    -0.01612412
       47.20001    -0.00687703       5024.320       11721.76       112.4268      0.1073656      0.1217049     0.00913230     -0.0035880       0.935589      -10.98043      0.0138782     0.01127145     0.00000000     0.00606982    -0.00929451    -0.00697718     0.01174270    -0.03869984    -0.01602476
       47.30001    -0.00724842       5027.804       11704.58       112.6032      0.1073966      0.1217049     0.00947675      0.0005741       0.936048      -10.84406      0.0226993     0.01161830    -0.00069709    -0.00346851    -0.00609953    -0.00585473     0.01122412    -0.03850417    -0.01607444
       47.40001    -0.00687703       5034.761       11721.76       112.4268      0.1073656      0.1231220     0.00913231     -0.0005741       0.935919      -10.84447      0.0150053     0.01092460    -0.00139418     0.00144521    -0.01103724    -0.00766081     0.01226127    -0.03830850    -0.01607444
       47.50001    -0.00724842       5027.802       11660.94       112.4266      0.1073980      0.1234762     0.00947675      0.0051667       0.936553      -10.83016      0.0008396     0.01196515    -0.00278835     0.00867122    -0.01103725    -0.00736314     0.01381700    -0.03830850    -0.01607444
       47.60001    -0.00743411       5020.843       11643.74       112.6030      0.1075437      0.1236533     0.00982120     -0.0045926       0.955027      -10.84589     -0.0014085     0.01231200    -0.00348544     0.00057809    -0.00638997    -0.00599741     0.01381700    -0.03830850    -0.01602476
       47.70001    -0.00724842       5024.320       11658.08       112.4270      0.1073332      0.1259560     0.00878786     -0.0043056       0.935508      -10.83352     -0.0103860     0.01231200    -0.00418253     0.00404657    -0.00726132    -0.00560681     0.01537273    -0.03821067    -0.01597507
       47.80001    -0.00724842       5006.924       11637.81       112.4268      0.1065615      0.1259560     0.00913231      0.0028704       0.936301      -10.83097     -0.0111202     0.01300569    -0.00487961     0.00317944    -0.00493772    -0.00472616     0.01537273    -0.03830850    -0.01587570
       47.90001    -0.00799120       5006.926       11658.07       112.4268      0.1058722      0.1264874     0.00913231     -0.0002870       0.926182      -10.83209     -0.0330902     0.01265885    -0.00522816    -0.01026091    -0.00580906    -0.00177136     0.01744703    -0.03830850    -0.01577634
       48.00001    -0.00743411       4996.485       11607.40       112.4268      0.1058722      0.1282587     0.00913231      0.0000000       0.926217      -10.83198     -0.0584155     0.01127145    -0.00592525    -0.00910478    -0.00174273    -0.00187536     0.01952134    -0.03830850    -0.01577634
       48.10001    -0.00854829       5010.404       11658.08       112.4268      0.1061019      0.1287901     0.00913231      0.0000000       0.935989      -10.83198     -0.0533608     0.01075118    -0.00557670    -0.01416298     0.00232360    -0.00028603     0.01952134    -0.03830850    -0.01562729
       48.20001    -0.00799120       4999.967       11637.81       112.4268      0.1065615      0.1293215     0.00913231      0.0000000       0.945762      -10.83198     -0.0540137     0.00867009    -0.00557670    -0.00722602     0.00203319    -0.00021482     0.01900276    -0.03830850    -0.01547824
       48.30001    -0.00724842       4999.967       11657.29       112.3827      0.1058725      0.1305614     0.00913231      0.0000000       0.926217      -10.75841     -0.0722373     0.00884352    -0.00522816    -0.02211156    -0.00058091     0.00113439     0.02055849    -0.03811284    -0.01562729
       48.40001    -0.00743411       4982.567       11677.56       112.3827      0.1056427      0.1316241     0.00913231      0.0005741       0.936056      -10.75821     -0.0972520     0.00468134    -0.00557670    -0.01806501     0.00174273     0.00130937     0.02315137    -0.03811284    -0.01562729
       48.50001    -0.00724842       4972.130       11649.02       112.0736      0.1056451      0.1319784     0.00913231     -0.0037315       0.925808      -10.78426     -0.0809835     0.00537504    -0.00487961    -0.00867123     0.00319502     0.00319811     0.02055849    -0.03830850    -0.01527951
       48.60001    -0.00724842       4979.089       11694.93       112.3831      0.1055780      0.1330412     0.00844341     -0.0071760       0.925425      -10.65060     -0.1055156     0.00260025    -0.00487961    -0.01372941     0.00697087     0.00651348     0.02107707    -0.03801500    -0.01522983
       48.70001    -0.00743411       4954.734       11647.50       111.9859      0.1046292      0.1344582     0.00809896      0.0060278       0.907329      -10.44971     -0.1482646     0.00260025    -0.00348544    -0.01618628     0.01103722     0.00646554     0.02211422    -0.03830850    -0.01503109
       48.80001    -0.00724842       4958.211       11667.76       111.9851      0.1047592      0.1344582     0.00947675      0.0126298       0.908064      -10.55773     -0.1036239    -0.00104165    -0.00278835    -0.04017653     0.00987544     0.00475824     0.02003991    -0.03811284    -0.01532919
       48.90001    -0.00724842       4954.734       11643.07       111.8964      0.1056291      0.1358752     0.01016565      0.0014352       0.936150      -10.64755     -0.1200234    -0.00433670    -0.00139418    -0.01676434     0.01539404     0.00493658     0.02055849    -0.03830850    -0.01522983
       49.00001    -0.00669133       4958.211       11609.69       111.7200      0.1057130      0.1364066     0.00982120     -0.0066019       0.940148      -10.73624     -0.1347788    -0.00468355     0.00000000    -0.00765959     0.00813270     0.00602233     0.02055849    -0.03811284    -0.01518014
       49.10001    -0.00650563       4951.252       11680.52       111.7204      0.1065669      0.1376466     0.00913230     -0.0037315       0.935572      -10.64938     -0.1075439    -0.00641779     0.00034854    -0.02196705     0.00697089     0.00638726     0.01952134    -0.03811284    -0.01527951
       49.20001    -0.00724842       4937.333       11680.52       111.7204      0.1061074      0.1387093     0.00913230      0.0005741       0.926275      -10.64785     -0.1170033    -0.00849888     0.00139418    -0.00939380     0.00464726     0.00489818     0.01900276    -0.03830850    -0.01518014
       49.30001    -0.00724842       4937.333       11637.18       111.7204      0.1058776      0.1394178     0.00913230      0.0000000       0.926212      -10.63580     -0.1089433    -0.00849888     0.00139418    -0.00635890     0.00609954     0.00384233     0.01900276    -0.03821067    -0.01532919
       49.40001    -0.00724842       4923.415       11616.95       111.7204      0.1061074      0.1401263     0.00913230      0.0005741       0.936046      -10.63559     -0.0819881    -0.01005970     0.00278835    -0.01604173     0.01684628     0.00313521     0.01537273    -0.03830850    -0.01508078
       49.50001    -0.00706272       4916.456       11656.67       111.6763      0.1073714      0.1403035     0.00913230     -0.0040185       0.935543      -10.75984     -0.0865790    -0.01127366     0.00418253    -0.00838214     0.00232364     0.00226716     0.01485415    -0.03811284    -0.01537887
       49.60001    -0.00687703       4916.454       11666.79       111.6767      0.1073062      0.1415434     0.00844341     -0.0037315       0.935568      -10.63712     -0.0876658    -0.01144709     0.00348544     0.01271774    -0.00116181     0.00379380     0.01485415    -0.03811284    -0.01542856
       49.70001    -0.00724842       4909.497       11636.43       111.6767      0.1073062      0.1422519     0.00844341     -0.0012917       0.935839      -10.63624     -0.0877949    -0.00953943     0.00418253    -0.00115615     0.00348542     0.00357506     0.01329843    -0.03830850    -0.01532919
       49.80001    -0.00706272       4909.497       11653.78       111.6768      0.1072738      0.1434918     0.00809896     -0.0033010       0.935615      -10.61243     -0.0799193    -0.01144709     0.00418253    -0.00390204     0.00726136     0.00275363     0.01174270    -0.03821067    -0.01542856
       49.90001    -0.00706272       4902.536       11623.45       111.6770      0.1072574      0.1434918     0.00792674      0.0017222       0.936170      -10.63517     -0.0617715    -0.00988627     0.00557670     0.01069446     0.01016586     0.00068085     0.00966839    -0.03840634    -0.01522983
       50.00001    -0.00743411       4892.099       11603.22       111.6768      0.1064858      0.1445546     0.00827118     -0.0011482       0.921199      -10.45225     -0.0528337    -0.00953943     0.00592525     0.01344038     0.00087134     0.00032488     0.00914982    -0.03830850    -0.01537887
       50.10001    -0.00706272       4881.658       11645.56       111.3680      0.1057498      0.1457945     0.00775451     -0.0015787       0.916265      -10.44014     -0.0476908    -0.00711149     0.00592525     0.02341225     0.00000000     0.00065994     0.00707552    -0.03830850    -0.01547824
       50.20001    -0.00724842       4874.698       11662.74       111.1912      0.1055539      0.1461488     0.00809896      0.0047362       0.916963      -10.43790     -0.0634809    -0.00537725     0.00592525     0.01242875    -0.00232360     0.00180455     0.00707552    -0.03830850    -0.01562729
       50.30001    -0.00631994       4871.220       11639.45       111.0144      0.1058177      0.1472115     0.00844341      0.0008611       0.936082      -10.53738     -0.0333452    -0.00468355     0.00557670     0.00000000     0.00029045     0.00037804     0.00707552    -0.03811284    -0.01562729
       50.40001    -0.00687703       4871.223       11659.66       111.0146      0.1064742      0.1477429     0.00809896     -0.0106205       0.944590      -10.54145     -0.0153271    -0.00503040     0.00592525    -0.00086711     0.00000000     0.00001852     0.00707552    -0.03830850    -0.01562729
       50.50001    -0.00687703       4871.221       11656.83       111.0154      0.1063432      0.1489828     0.00672117     -0.0060278       0.925543      -10.45398     -0.0536089    -0.00433670     0.00557670     0.02124445     0.00058091    -0.00091977     0.00707552    -0.03821067    -0.01577634
       50.60001    -0.00724842       4871.221       11636.63       111.0152      0.1072949      0.1491600     0.00706562      0.0054538       0.926811      -10.43765     -0.0388381    -0.00156192     0.00592525     0.00896025    -0.00377592    -0.00077678     0.00551979    -0.03821067    -0.01557761
       50.70001    -0.00706272       4867.739       11656.04       110.9708      0.1072131      0.1507541     0.00741006      0.0008611       0.936075      -10.53738     -0.0289660    -0.00242904     0.00487961     0.00491369    -0.00522816    -0.00409352     0.00655694    -0.03821067    -0.01567697
       50.80001    -0.00724842       4867.739       11653.95       111.0152      0.1072949      0.1507541     0.00706562     -0.0109076       0.944550      -10.56608      0.0105013    -0.00052138     0.00487961     0.00173425    -0.00668042    -0.00375917     0.00551979    -0.03830850    -0.01577634
       50.90001    -0.00687703       4871.221       11673.38       110.9718      0.1073939      0.1514626     0.00568782     -0.0031575       0.935619      -10.53880      0.0091742    -0.00190877     0.00348544     0.00274589    -0.01161812    -0.00412152     0.00707552    -0.03821067    -0.01577634
       51.00001    -0.00687703       4843.384       11602.73       110.9714      0.1072297      0.1516397     0.00637672      0.0012917       0.921454      -10.43913     -0.0101914     0.00051917     0.00278835     0.02688073    -0.00639000    -0.00355646     0.00292691    -0.03830850    -0.01587570
       51.10001    -0.00650563       4843.384       11670.50       110.9718      0.1071641      0.1528797     0.00568782     -0.0057408       0.906020      -10.39258      0.0008263     0.00260025     0.00209126     0.01141712    -0.00755180    -0.00283063     0.00603836    -0.03830850    -0.01602476
       51.20001    -0.00631994       4839.906       11662.13       110.4863      0.1062312      0.1534110     0.00551560      0.0000000       0.926194      -10.39054     -0.0076556     0.00329395     0.00139418     0.02138895    -0.00348544    -0.00389886     0.00707552    -0.03830850    -0.01577634
       51.30001    -0.00650563       4812.069       11641.97       110.4862      0.1055583      0.1542967     0.00568782      0.0041621       0.916881      -10.25418     -0.0326585     0.00658900     0.00139418     0.01951020     0.00058090    -0.00388275     0.00707552    -0.03830850    -0.01577634
       51.40001    -0.00650563       4812.071       11656.23       110.3092      0.1056251      0.1544739     0.00637672      0.0113381       0.937216      -10.25163      0.0142797     0.00676243     0.00139418    -0.00317941     0.00087136    -0.00591253     0.00707552    -0.03830850    -0.01567697
       51.50001    -0.00687703       4798.150       11633.20       110.3085      0.1064298      0.1546509     0.00758229      0.0040186       0.926646      -10.38912      0.0217202     0.00693585     0.00139418     0.01633078    -0.00522816    -0.00664269     0.00707552    -0.03830850    -0.01587570
       51.60001    -0.00650563       4791.191       11653.35       110.3088      0.1071845      0.1557137     0.00706562     -0.0086112       0.935024      -10.39361     -0.0056789     0.00988406     0.00034854     0.02948210    -0.01161814    -0.00620388     0.00707552    -0.03830850    -0.01602476
       51.70001    -0.00724842       4791.191       11632.43       110.2650      0.1071188      0.1571307     0.00637672      0.0010046       0.936076      -10.39019      0.0136013     0.01196515    -0.00069709     0.00679244    -0.00871361    -0.00755609     0.00707552    -0.03830850    -0.01597507
       51.80001    -0.00687703       4777.272       11632.43       110.2646      0.1072996      0.1574850     0.00706562      0.0007176       0.955592      -10.43934      0.0191186     0.01161830    -0.00139418     0.00404657    -0.00668044    -0.00497369     0.00966839    -0.03816175    -0.01597507
       51.90001    -0.00724842       4763.356       11659.78       110.2650      0.1072337      0.1585478     0.00637672     -0.0048797       0.945202      -10.44133      0.0111074     0.01265885    -0.00209126    -0.00505818    -0.00638999    -0.00693270     0.01122412    -0.03825959    -0.01602476
       52.00001    -0.00687703       4759.875       11611.20       109.7795      0.1072199      0.1583707     0.00620450     -0.0054538       0.935366      -10.25759     -0.0004656     0.01057776    -0.00278835    -0.01792050    -0.01161813    -0.00541328     0.01070555    -0.03811284    -0.01602476
       52.10001    -0.00799120       4756.397       11639.92       109.6916      0.1071376      0.1592563     0.00534338     -0.0048797       0.945200      -10.39226     -0.0123404     0.00971064    -0.00418253    -0.00404658    -0.00755178    -0.00479663     0.01485415    -0.03821067    -0.01602476
       52.20001    -0.00836259       4759.875       11655.66       109.6033      0.1071380      0.1599648     0.00534338      0.0010046       0.936075      -10.34112     -0.0041495     0.00953721    -0.00418253    -0.00144520     0.00203316    -0.00463471     0.01226127    -0.03801500    -0.01577634
       52.30001    -0.00836259       4745.956       11635.53       109.6033      0.1071380      0.1603191     0.00534338     -0.0020093       0.935744      -10.39124     -0.0276004     0.00919037    -0.00418253    -0.00592531    -0.00580908    -0.00333693     0.01381700    -0.03811284    -0.01602476
       52.40001    -0.00780551       4749.438       11655.66       109.6035      0.1077941      0.1613819     0.00499893     -0.0014352       0.965125      -10.44009     -0.0371419     0.00814982    -0.00522816    -0.01965471    -0.00813272    -0.00307953     0.01485415    -0.03821067    -0.01577634
       52.50001    -0.00799120       4742.479       11642.72       109.6035      0.1089430      0.1604962     0.00499893     -0.0034445       0.945362      -10.39175     -0.0429238     0.00572189    -0.00557670    -0.01560819    -0.00145228    -0.00045915     0.01381700    -0.03811284    -0.01592539
       52.60001    -0.00780551       4735.517       11672.16       109.5598      0.1087619      0.1620904     0.00431003     -0.0060278       0.945075      -10.25778     -0.0387214     0.00537504    -0.00557670     0.00245683     0.00203318     0.00018910     0.01485415    -0.03811284    -0.01562729
       52.70001    -0.00761981       4721.599       11652.05       109.5600      0.1070055      0.1620904     0.00396558     -0.0011482       0.935837      -10.17021     -0.0746358     0.00572189    -0.00522816     0.00028904     0.00348546     0.00080717     0.01537273    -0.03791717    -0.01542856
       52.80001    -0.00724842       4721.601       11645.30       109.1626      0.1070070      0.1627989     0.00396558     -0.0027269       0.925892      -10.21982     -0.1026238     0.00520161    -0.00487961    -0.00924931     0.00580908    -0.00003923     0.01485415    -0.03791717    -0.01562729
       52.90001    -0.00724842       4700.723       11622.31       109.1628      0.1069737      0.1627989     0.00362114      0.0054538       0.936561      -10.16786     -0.0863669     0.00398764    -0.00418253    -0.01358489     0.00319499     0.00183701     0.01537273    -0.03801500    -0.01542856
       53.00001    -0.00724842       4704.205       11607.76       108.8972      0.1070914      0.1633303     0.00482670      0.0045926       0.921813      -10.14365     -0.0743522     0.00260025    -0.00418253    -0.01387393     0.00290452     0.00199355     0.01537273    -0.03781933    -0.01567697
       53.10001    -0.00724842       4676.367       11614.95       108.8975      0.1070414      0.1642159     0.00431003     -0.0060278       0.945072      -10.24552     -0.0820172     0.00121286    -0.00348544    -0.01503011     0.00813268     0.00435607     0.01589131    -0.03811284    -0.01537887
       53.20001    -0.00687703       4679.845       11635.08       108.8977      0.1076973      0.1645702     0.00396558     -0.0007176       0.945654      -10.24364     -0.0983105    -0.00034795    -0.00278835    -0.01387394     0.00348545     0.00298171     0.01640988    -0.03811284    -0.01527951
       53.30001    -0.00724842       4676.367       11655.16       108.8977      0.1079271      0.1645702     0.00396558     -0.0051667       0.935393      -10.19617     -0.1026466    -0.00156192    -0.00278835    -0.01156163    -0.00174271     0.00297569     0.01537273    -0.03791717    -0.01537887
       53.40001    -0.00687703       4679.845       11611.34       108.8541      0.1086313      0.1656330     0.00293224     -0.0103334       0.934822      -10.24705     -0.1287013    -0.00294931    -0.00278835    -0.02254513     0.00813270     0.00296889     0.01537273    -0.03811284    -0.01532919
       53.50001    -0.00650563       4686.804       11632.19       108.8987      0.1085644      0.1656330     0.00224334     -0.0008611       0.935859      -10.15785     -0.1109125    -0.00572410    -0.00139418    -0.01849856     0.00697089     0.00387658     0.01485415    -0.03791717    -0.01547824
       53.60001    -0.00724842       4679.845       11629.31       108.8985      0.1085978      0.1656330     0.00258779     -0.0005741       0.935893      -10.14549     -0.0856365    -0.00659122    -0.00139418    -0.01503009     0.00580908     0.00541541     0.01381700    -0.03791717    -0.01537887
       53.70001    -0.00669133       4686.804       11658.66       108.8545      0.1077603      0.1659873     0.00224334      0.0060278       0.936616      -10.04505     -0.1130831    -0.00849888     0.00000000    -0.00173427     0.01626539     0.00429706     0.01122412    -0.03791717    -0.01537887
       53.80001    -0.00687703       4665.924       11623.33       108.5447      0.1086991      0.1656330     0.00362113      0.0081806       0.966172      -10.24048     -0.1167220    -0.00711149     0.00139418     0.00737052     0.00697089     0.00384432     0.01070555    -0.03811284    -0.01537887
       53.90001    -0.00669133       4658.967       11655.79       108.8539      0.1087795      0.1661643     0.00327669     -0.0169353       0.973179      -10.26166     -0.1304366    -0.00780518     0.00139418    -0.01531913    -0.00174271     0.00595299     0.01122412    -0.03801500    -0.01537887
       54.00001    -0.00631994       4648.530       11620.49       108.5462      0.1084481      0.1672271     0.00103778     -0.0083242       0.939920      -10.05014     -0.0940941    -0.00988627     0.00139418    -0.02514652     0.00348544     0.00496750     0.01070555    -0.03791717    -0.01527951
       54.10001    -0.00613424       4652.008       11597.55       108.5457      0.1070383      0.1670500     0.00189890      0.0106205       0.917576       -9.94532     -0.1022591    -0.01231421     0.00209126    -0.01705338     0.00726134     0.00383228     0.00707552    -0.03791717    -0.01537887
       54.20001    -0.00724842       4638.087       11617.61       108.5453      0.1067606      0.1670500     0.00258779      0.0055973       0.926796      -10.02067     -0.0961021    -0.01300791     0.00278835     0.00144520     0.00929452     0.00311177     0.00707552    -0.03801500    -0.01537887
       54.30001    -0.00576285       4638.087       11631.71       108.1919      0.1067951      0.1670500     0.00293224     -0.0011482       0.926056      -10.04759     -0.0661182    -0.01231421     0.00383398     0.00635891     0.00697087     0.00276922     0.00603836    -0.03791717    -0.01552792
       54.40001    -0.00650563       4624.169       11608.79       108.1921      0.1068764      0.1675814     0.00258779      0.0014352       0.926342       -9.97309     -0.0788914    -0.01162051     0.00418253     0.02008830     0.00522815     0.00355107     0.00603836    -0.03801500    -0.01527951
       54.50001    -0.00687703       4624.169       11605.92       108.1917      0.1069435      0.1675814     0.00327669      0.0071760       0.926978       -9.86069     -0.0803049    -0.00884573     0.00487961     0.01156159     0.00348545     0.00203546     0.00240833    -0.03821067    -0.01562729
       54.60001    -0.00650563       4617.209       11625.95       108.1915      0.1069772      0.1684670     0.00362113     -0.0048797       0.925652       -9.95081     -0.0576477    -0.00936600     0.00487961     0.00115614     0.00145228     0.00105826     0.00292691    -0.03811284    -0.01552792
       54.70001    -0.00687703       4592.854       11605.17       108.1479      0.1068765      0.1689985     0.00258779     -0.0040185       0.935517       -9.86466     -0.0407797    -0.00815203     0.00522816     0.00881578     0.00174273    -0.00059402     0.00292691    -0.03821067    -0.01547824
       54.80001    -0.00631994       4589.376       11597.11       107.8387      0.1069111      0.1688213     0.00293224      0.0007176       0.936038      -10.04692     -0.0182926    -0.00745834     0.00522816     0.02037736     0.00174273    -0.00432805     0.00137118    -0.03811284    -0.01562729
       54.90001    -0.00650563       4592.854       11632.33       108.1479      0.1073360      0.1691756     0.00258779     -0.0011482       0.926065       -9.94948     -0.0016301    -0.00416328     0.00557670     0.02803688     0.00261409    -0.00190737    -0.00070312    -0.03791717    -0.01577634
       55.00001    -0.00631994       4585.895       11605.65       107.7505      0.1071242      0.1689985     0.00276002      0.0005741       0.931141       -9.92435     -0.0211224    -0.00190877     0.00557670     0.03685263    -0.00377592    -0.00449701    -0.00122170    -0.03830850    -0.01597507
       55.10001    -0.00650563       4592.854       11609.94       107.7506      0.1086009      0.1691756     0.00258779     -0.0025834       0.935680       -9.97453     -0.0093836     0.00260025     0.00487961     0.02326775    -0.00755181    -0.00375687    -0.00122170    -0.03850417    -0.01577634
       55.20001    -0.00594855       4582.419       11628.47       107.6625      0.1085674      0.1698841     0.00224334     -0.0053102       0.945148      -10.00002      0.0200642     0.00242683     0.00418253    -0.00520269    -0.00638997    -0.00628917     0.00137118    -0.03860201    -0.01577634
       55.30001    -0.00669133       4568.499       11608.46       107.6629      0.1086147      0.1700612     0.00155445     -0.0077501       0.954649      -10.04993      0.0229669     0.00260025     0.00348544     0.01040543    -0.01103723    -0.00670771     0.00137118    -0.03860201    -0.01597507
       55.40001    -0.00631994       4568.499       11625.52       107.4867      0.1085475      0.1705926     0.00086555     -0.0031574       0.935606      -10.02378     -0.0132994     0.00433449     0.00209126     0.01517460    -0.01074680    -0.00420827     0.00240833    -0.03860201    -0.01607444
       55.50001    -0.00650563       4565.017       11615.51       107.4867      0.1085475      0.1698841     0.00086555     -0.0011482       0.935826       -9.94949     -0.0134654     0.00537504     0.00139418     0.01011642    -0.00871361    -0.00567818     0.00137118    -0.03860201    -0.01602476
       55.60001    -0.00669133       4554.580       11622.64       107.4869      0.1083989      0.1704155     0.00052110     -0.0043056       0.935478       -9.86477     -0.0053012     0.00641558     0.00034854     0.00939381    -0.00638998    -0.00508369     0.00240833    -0.03860201    -0.01592539
       55.70001    -0.00594855       4540.662       11612.63       107.4871      0.1083651      0.1704155     0.00017666      0.0000000       0.935952       -9.82646     -0.0036495     0.00710928     0.00000000     0.00375751    -0.00929451    -0.00309702     0.00292691    -0.03869984    -0.01602476
       55.80001    -0.00650563       4533.705       11611.90       107.4427      0.1071352      0.1702383     0.00052110      0.0043056       0.936424       -9.84945     -0.0022739     0.00693585    -0.00139418    -0.01531911    -0.00726134    -0.00491108     0.00292691    -0.03840634    -0.01602476
       55.90001    -0.00669133       4526.743       11619.02       107.4425      0.1071690      0.1702383     0.00086555      0.0025834       0.936235       -9.85006     -0.0138835     0.00502819    -0.00139418     0.00679248    -0.00232364    -0.00345877     0.00344548    -0.03850417    -0.01602476
       56.00002    -0.00724842       4526.743       11582.43       107.0451      0.1075141      0.1704155     0.00086555     -0.0068890       0.920536       -9.75532     -0.0386248     0.00814982    -0.00209126     0.02283417    -0.00871360    -0.00288693     0.00292691    -0.03850417    -0.01582602
       56.10001    -0.00724842       4512.825       11628.06       106.9575      0.1066082      0.1713011    -0.00016779     -0.0028704       0.916090       -9.77842     -0.0307539     0.00867009    -0.00278835     0.00043356     0.00116181    -0.00411525     0.00551979    -0.03830850    -0.01592539
       56.20001    -0.00724842       4512.825       11628.02       106.9571      0.1066761      0.1704155     0.00052110      0.0111946       0.937182       -9.66307     -0.0157167     0.00867009    -0.00209126     0.00057808     0.00058090    -0.00418357     0.00551979    -0.03860201    -0.01577634
       56.30001    -0.00687703       4491.949       11592.27       106.7799      0.1070080      0.1704155     0.00155445      0.0043056       0.936426       -9.75135     -0.0134978     0.00867009    -0.00278835    -0.00650344    -0.00348545    -0.00346506     0.00707552    -0.03830850    -0.01602476
