Date file: /home/fk1j/ib9503_04/test_case9_hfb/hfb320_10.cdf
19 Variables plus time, with 601 values each

              T           DELV           PDYN         THRUST          TASCG          ALFCG            THE              Q           QDOT           AXCG           AZCG           AYCG              P              R           PDOT           RDOT          BETCG            PHI           DAIL           DRUD
              S            RAD             PA              N            M/S            RAD            RAD          RAD/S         RAD/S2           M/S2           M/S2           M/S2          RAD/S          RAD/S         RAD/S2         RAD/S2            RAD            RAD            RAD            RAD

       30.10001     0.00445044       4749.438       11670.12       109.6096      0.0894200      0.0848620    -0.00567896      0.0045926       0.731282       -8.62316     -0.1392183    -0.01578269    -0.00627379    -0.00274590     0.01481311     0.00453687    -0.01781613    -0.03928684    -0.01478268
       30.20001     0.00445044       4756.397       11650.01       109.6092      0.0894862      0.0848620    -0.00499006      0.0068890       0.751073       -9.01475     -0.0947272    -0.01751693    -0.00557670    -0.01329585     0.00987544     0.00576105    -0.01781613    -0.03938467    -0.01483236
       30.30001     0.00463613       4784.232       11683.19       109.7854      0.0896679      0.0837993    -0.00430117      0.0097594       0.761151       -9.25897     -0.1150632    -0.01751693    -0.00418253     0.01936571     0.01103724     0.00546471    -0.02092759    -0.03928684    -0.01488204
       30.40001     0.00463613       4805.110       11673.13       109.7848      0.0897672      0.0834450    -0.00326782      0.0031575       0.721331       -8.96700     -0.1131016    -0.01474215    -0.00348544     0.00404657     0.00609952     0.00459964    -0.02300189    -0.03909117    -0.01483236
       30.50001     0.00463613       4812.071       11661.29       110.2707      0.0905395      0.0834450    -0.00361227     -0.0020093       0.740305       -8.88300     -0.0763129    -0.01682323    -0.00278835    -0.01676433     0.00929452     0.00460322    -0.02611335    -0.03948251    -0.01473300
       30.60001     0.00500752       4805.110       11691.49       110.2705      0.0904576      0.0834450    -0.00326782      0.0111946       0.741753       -9.25844     -0.1061097    -0.01682323    -0.00174272     0.01864307     0.00697089     0.00377279    -0.02507619    -0.03918901    -0.01488204
       30.70001     0.00556461       4798.150       11662.04       110.3138      0.0905893      0.0827365    -0.00189003      0.0017222       0.740708       -9.06559     -0.0983901    -0.01404845    -0.00139418     0.01098357     0.00435681     0.00448416    -0.02663192    -0.03909117    -0.01483236
       30.80001     0.00482182       4798.152       11682.17       110.3144      0.0915245      0.0829137    -0.00292337     -0.0078936       0.749422       -8.97090     -0.0476032    -0.01491557    -0.00069709    -0.00867116     0.00958496     0.00449479    -0.02663192    -0.03928684    -0.01493172
       30.90001     0.00482182       4812.069       11682.17       110.3144      0.0904906      0.0827365    -0.00292337      0.0066019       0.751014       -9.26005     -0.0926150    -0.01474215     0.00034854     0.01748691     0.00697088     0.00195973    -0.03026195    -0.03909117    -0.01498141
       31.00001     0.00426474       4805.110       11631.83       110.3139      0.0917217      0.0818508    -0.00206225      0.0000000       0.764944       -9.21334     -0.0632692    -0.01196736     0.00069709     0.01661985     0.00406636     0.00226503    -0.03233626    -0.03918901    -0.01498141
       31.10001     0.00389335       4829.465       11722.44       110.3144      0.0916393      0.0820280    -0.00292337     -0.0063149       0.759365       -9.01937     -0.0390899    -0.01144709     0.00139418     0.01445204     0.01190860     0.00073939    -0.03285483    -0.03928684    -0.01513046
       31.20001     0.00352195       4812.069       11682.17       110.3144      0.0920988      0.0811423    -0.00292337      0.0055973       0.770448       -9.26039     -0.0583882    -0.00849888     0.00278835     0.04104363     0.00784225     0.00029635    -0.03389198    -0.03909117    -0.01518014
       31.30001     0.00389335       4815.547       11692.24       110.3140      0.0934283      0.0806110    -0.00223448     -0.0014352       0.759903       -9.27514     -0.0315062    -0.00433671     0.00278835     0.02037734    -0.00290453    -0.00098270    -0.03389198    -0.03909117    -0.01527951
       31.40001     0.00426474       4812.069       11691.49       110.2705      0.0922955      0.0811423    -0.00326782     -0.0106205       0.739350       -9.08221      0.0001610    -0.00433671     0.00243981     0.00433562    -0.00348545    -0.00192422    -0.03389198    -0.03909117    -0.01527951
       31.50001     0.00426474       4815.547       11701.58       110.2709      0.0922297      0.0806110    -0.00395672     -0.0037315       0.779197       -9.26370     -0.0027158    -0.00260247     0.00209126     0.02543553    -0.00609952    -0.00285712    -0.03389198    -0.03918901    -0.01527951
       31.60001     0.00426474       4815.547       11721.71       110.2709      0.0933784      0.0807881    -0.00395672      0.0053102       0.780191       -9.45669     -0.0167247     0.00017232     0.00139418     0.01633080    -0.00145227    -0.00521363    -0.03389198    -0.03909117    -0.01532919
       31.70001     0.00463613       4812.069       11702.31       110.3146      0.0934444      0.0797253    -0.00326782     -0.0005741       0.779543       -9.26258      0.0456500     0.00121286     0.00174272     0.03295055     0.00174271    -0.00784053    -0.03389198    -0.03909117    -0.01562729
       31.80001     0.00370765       4805.110       11742.62       110.3151      0.0933620      0.0791939    -0.00412894     -0.0086112       0.768889       -9.21639      0.0519404     0.00658901     0.00139418     0.04219981    -0.01045632    -0.00696887    -0.03544771    -0.03938467    -0.01562729
       31.90001     0.00445044       4801.628       11692.28       110.3154      0.0931978      0.0783083    -0.00464561     -0.0017222       0.740331       -9.41015      0.0306752     0.00919037     0.00000000     0.03439583    -0.00668044    -0.00861020    -0.03389198    -0.03928684    -0.01577634
       32.00001     0.00426474       4808.587       11652.01       110.3154      0.0931978      0.0786625    -0.00464561     -0.0033010       0.779245       -9.26357      0.0374403     0.01335254     0.00000000     0.02413489    -0.00580908    -0.00907710    -0.03337341    -0.03938467    -0.01562729
       32.10001     0.00389335       4812.069       11741.85       110.2716      0.0931317      0.0783083    -0.00533451     -0.0063149       0.778914       -9.26463      0.0422630     0.01404624    -0.00139418     0.01127260    -0.01539404    -0.01218952    -0.03078053    -0.03909117    -0.01587570
       32.20001     0.00463613       4815.547       11762.76       110.3160      0.0930990      0.0777769    -0.00567896      0.0008611       0.769932       -9.40924      0.0322870     0.01647417    -0.00278835     0.03771975    -0.01219906    -0.01180143    -0.02974338    -0.03909117    -0.01602476
       32.30001     0.00426474       4839.906       11742.62       110.3158      0.0931320      0.0768913    -0.00533451      0.0005741       0.779670       -9.27445      0.0930492     0.02063635    -0.00383398     0.02066639    -0.01074677    -0.01176281    -0.02715050    -0.03909117    -0.01607444
       32.40001     0.00463613       4843.384       11722.48       110.3160      0.0918354      0.0763598    -0.00567896     -0.0048797       0.759528       -9.06792      0.0413058     0.02080978    -0.00487961     0.01618629    -0.00580907    -0.01060670    -0.02611335    -0.03909117    -0.01602476
       32.50001     0.00426474       4839.906       11722.48       110.3162      0.0913429      0.0754742    -0.00602341      0.0022963       0.760318       -9.26158      0.0076206     0.02393141    -0.00522816     0.01445203    -0.01074677    -0.01031460    -0.02352047    -0.03938467    -0.01602476
       32.60001     0.00407904       4829.467       11722.48       110.3158      0.0914088      0.0752971    -0.00533451      0.0044491       0.780099       -9.27306      0.0340338     0.02341113    -0.00697088    -0.00130069    -0.01336084    -0.00966413    -0.02144616    -0.03918901    -0.01602476
       32.70001     0.00482182       4815.547       11745.68       110.4924      0.0914095      0.0749428    -0.00533451     -0.0020093       0.750074       -9.07915      0.0575347     0.02410483    -0.00766797     0.00274588    -0.00551865    -0.01016421    -0.01833471    -0.03909117    -0.01602476
       32.80001     0.00482182       4832.949       11724.00       110.4042      0.0913927      0.0740571    -0.00550673      0.0012917       0.760212       -9.26191      0.0335775     0.02375798    -0.00836505    -0.00462465    -0.01103722    -0.00823108    -0.01626040    -0.03928684    -0.01602476
       32.90001     0.00463613       4839.906       11722.48       110.3156      0.0914417      0.0735258    -0.00499006      0.0086112       0.751250       -9.27156      0.0034054     0.02341113    -0.00975923     0.00057806    -0.01132771    -0.00744977    -0.01418610    -0.03909117    -0.01602476
       33.00001     0.00463613       4843.386       11675.15       110.4917      0.0915246      0.0737029    -0.00412894      0.0012917       0.765103       -9.26189      0.0014565     0.02341113    -0.01045632    -0.01589721    -0.00493774    -0.00551725    -0.01211179    -0.03928684    -0.01582602
       33.10001     0.00463613       4860.782       11727.02       110.5803      0.0921648      0.0726401    -0.00464561     -0.0017222       0.779436       -9.36106     -0.0134500     0.02063635    -0.01080486    -0.01358490    -0.00130703    -0.00476763    -0.01107464    -0.03928684    -0.01577634
       33.20001     0.00463613       4860.782       11703.67       110.9775      0.0933477      0.0722859    -0.00430117      0.0030139       0.789728       -9.46974     -0.0281705     0.02063635    -0.01080486    -0.01618626    -0.00087136    -0.00290356    -0.00951891    -0.03928684    -0.01562729
       33.30001     0.00463613       4867.741       11733.90       110.9775      0.0935774      0.0721088    -0.00430117     -0.0040185       0.779187       -9.27603     -0.0437146     0.01751472    -0.01097914    -0.01271782     0.00000000    -0.00249621    -0.00951891    -0.03914009    -0.01557761
       33.40001     0.00463613       4867.741       11734.70       111.0220      0.0932823      0.0714002    -0.00499006     -0.0057408       0.769226       -9.27664     -0.0642744     0.01786157    -0.01080486    -0.01849859     0.00116181    -0.00137442    -0.00588888    -0.03909117    -0.01562729
       33.50001     0.00463613       4867.741       11734.70       111.0222      0.0932496      0.0712231    -0.00533451     -0.0035880       0.769469       -9.45982     -0.0446924     0.01369939    -0.01080486    -0.03034922    -0.00014523     0.00031082    -0.00433315    -0.03909117    -0.01537887
       33.60001     0.00500752       4871.223       11733.94       110.9782      0.0931018      0.0714002    -0.00567896     -0.0014352       0.759937       -9.38548     -0.0783431     0.01231200    -0.01080486    -0.01907669    -0.00087136     0.00168511    -0.00174028    -0.03928684    -0.01547824
       33.70001     0.00463613       4874.700       11733.94       110.9781      0.0931182      0.0699832    -0.00550673      0.0060278       0.750989       -9.27247     -0.0965853     0.00953721    -0.01080486    -0.02427941     0.00609955     0.00288981    -0.00277743    -0.03909117    -0.01542856
       33.80001     0.00463613       4881.660       11701.38       110.8452      0.0933144      0.0698061    -0.00464561      0.0074630       0.780455       -9.45591     -0.0945042     0.00745613    -0.00975923    -0.02789240     0.00551865     0.00367524    -0.00174028    -0.03909117    -0.01527951
       33.90001     0.00445044       4871.223       11693.59       110.9775      0.0933477      0.0692747    -0.00430117     -0.0024398       0.779368       -9.45943     -0.0945347     0.00398765    -0.00975923    -0.03179438     0.00261406     0.00471304    -0.00174028    -0.03909117    -0.01503109
       34.00001     0.00426474       4871.223       11663.40       110.9779      0.0932822      0.0692747    -0.00499006     -0.0068889       0.788651       -9.36292     -0.1192481     0.00138629    -0.00906214    -0.02370131     0.00697087     0.00601507    -0.00018455    -0.03909117    -0.01522983
       34.10001     0.00463613       4871.223       11714.55       111.0222      0.0934793      0.0683891    -0.00533451      0.0028704       0.779952       -9.45756     -0.1268181    -0.00086823    -0.00836505    -0.02109996     0.01074681     0.00674999    -0.00070312    -0.03909117    -0.01522983
       34.20001     0.00407904       4878.182       11694.39       111.0218      0.0937746      0.0678576    -0.00464561      0.0025834       0.779912       -9.46993     -0.1360406    -0.00294931    -0.00697088    -0.02297870     0.01219906     0.00742021    -0.00122170    -0.03909117    -0.01522983
       34.30001     0.00463613       4888.619       11713.79       110.9779      0.0939714      0.0669720    -0.00499006     -0.0045926       0.779120       -9.38665     -0.1281593    -0.00537725    -0.00592525    -0.02023283     0.01423222     0.00812186    -0.00277743    -0.03918901    -0.01513046
       34.40001     0.00426474       4871.223       11694.39       111.0222      0.0934793      0.0669720    -0.00533451     -0.0010046       0.779509       -9.45895     -0.1249949    -0.00711149    -0.00418253    -0.02297871     0.01452265     0.00778601    -0.00277743    -0.03909117    -0.01513046
       34.50001     0.00463613       4895.578       11744.78       111.0222      0.0937091      0.0664406    -0.00533451     -0.0054538       0.779017       -9.47280     -0.1350790    -0.00988627    -0.00313690    -0.02341222     0.00958496     0.00751121    -0.00433315    -0.03909117    -0.01527951
       34.60001     0.00445044       4881.660       11704.47       111.0227      0.0936273      0.0666178    -0.00619563      0.0002870       0.789421       -9.45850     -0.1288286    -0.01144709    -0.00209126    -0.00867121     0.01248952     0.00748594    -0.00174028    -0.03938467    -0.01522983
       34.70001     0.00407904       4871.223       11675.76       111.1105      0.0939392      0.0650236    -0.00533451      0.0028704       0.779927       -9.45758     -0.1138666    -0.01196736    -0.00069709    -0.00968289     0.01248951     0.00775769    -0.00692603    -0.03938467    -0.01508078
       34.80001     0.00463613       4888.619       11704.47       111.0224      0.0949399      0.0650236    -0.00567896      0.0040186       0.780053       -9.46943     -0.1234965    -0.01335475     0.00034854    -0.00823765     0.00987543     0.00716478    -0.00951891    -0.03928684    -0.01522983
       34.90001     0.00463613       4888.619       11694.39       111.0218      0.0950382      0.0641379    -0.00464561      0.0017222       0.779796       -9.45798     -0.1206568    -0.01352818     0.00139418    -0.00289041     0.01277996     0.00690268    -0.00951891    -0.03918901    -0.01537887
       35.00001     0.00315056       4871.223       11644.00       111.0223      0.0949563      0.0634294    -0.00550673     -0.0088982       0.778631       -9.41269     -0.1019631    -0.01404845     0.00278835    -0.00433562     0.01074680     0.00579374    -0.01107464    -0.03938467    -0.01522983
       35.10001     0.00352195       4871.221       11675.76       111.1109      0.0949076      0.0636065    -0.00602340     -0.0022963       0.779359       -9.45940     -0.1020570    -0.01404845     0.00348544     0.01054998     0.00638997     0.00491599    -0.01107464    -0.03928684    -0.01518014
       35.20001     0.00445044       4881.658       11674.24       111.0226      0.0936437      0.0627209    -0.00602340      0.0001435       0.779629       -9.45853     -0.0991632    -0.01231421     0.00418253     0.00939383     0.00697087     0.00558915    -0.01263037    -0.03918901    -0.01518014
       35.30001     0.00463613       4888.617       11706.00       111.1109      0.0936440      0.0621895    -0.00602340      0.0017222       0.779804       -9.35986     -0.0779611    -0.01231421     0.00487961     0.00375756     0.00755181     0.00519878    -0.01366752    -0.03909117    -0.01562729
       35.40001     0.00389335       4881.658       11694.39       111.0224      0.0932168      0.0621895    -0.00567896      0.0037315       0.780026       -9.40820     -0.0764752    -0.01144709     0.00557670     0.00433561     0.00319502     0.00416214    -0.01781613    -0.03909117    -0.01498141
       35.50001     0.00407904       4871.223       11697.29       111.0222      0.0931347      0.0613039    -0.00533451      0.0037315       0.750709       -9.27331     -0.0660555    -0.01162052     0.00557670    -0.00375754     0.00145224     0.00188731    -0.01781613    -0.03928684    -0.01527951
       35.60001     0.00445044       4881.660       11697.29       111.0220      0.0921336      0.0611267    -0.00499006      0.0014352       0.770000       -9.26186     -0.0395879    -0.01196736     0.00592525    -0.00419107     0.00232360     0.00063446    -0.01781613    -0.03928684    -0.01527951
       35.70001     0.00407904       4871.221       11697.29       111.0220      0.0919038      0.0611267    -0.00499006      0.0011482       0.769968       -9.36006     -0.0401478    -0.01196736     0.00592525     0.01589720    -0.00232360     0.00047203    -0.01833471    -0.03928684    -0.01532919
       35.80001     0.00445044       4888.617       11697.29       111.0218      0.0917069      0.0607725    -0.00464561      0.0058843       0.780261       -9.40743     -0.0584137    -0.00919258     0.00557670     0.01907666    -0.00203315     0.00263007    -0.01833471    -0.03918901    -0.01532919
       35.90001     0.00463613       4888.617       11677.10       111.0214      0.0922318      0.0600640    -0.00395672      0.0050232       0.760621       -9.27285     -0.0463384    -0.00849888     0.00557670     0.00982736     0.00029045     0.00019701    -0.02092759    -0.03909117    -0.01552792
       36.00001     0.00407904       4885.139       11646.85       111.0213      0.0922481      0.0600640    -0.00378449     -0.0022963       0.764702       -9.27544     -0.0313358    -0.00711149     0.00557670     0.00751503     0.00058091    -0.00044595    -0.01989043    -0.03928684    -0.01547824
       36.10001     0.00407904       4871.223       11697.25       111.0215      0.0919856      0.0600640    -0.00412894      0.0034445       0.779992       -9.45735     -0.0140267    -0.00711149     0.00557670    -0.00173423    -0.00348546    -0.00109566    -0.02144616    -0.03918901    -0.01557761
       36.20001     0.00463613       4888.617       11677.10       111.0210      0.0920675      0.0584698    -0.00326782      0.0010046       0.769948       -9.45821     -0.0186317    -0.00711149     0.00487961     0.00115618    -0.00813272    -0.00184191    -0.02300189    -0.03918901    -0.01562729
       36.30001     0.00463613       4895.576       11679.42       111.1539      0.0932660      0.0600640    -0.00395672     -0.0027269       0.779310       -9.47180     -0.0201732    -0.00641779     0.00418253     0.02341226    -0.00232364    -0.00290914    -0.02248331    -0.03938467    -0.01562729
       36.40001     0.00463613       4902.536       11698.78       111.1095      0.0934135      0.0579384    -0.00361227      0.0034445       0.779989       -9.46961      0.0321268    -0.00294931     0.00418253     0.02384581    -0.00755178    -0.00354215    -0.02611335    -0.03938467    -0.01577634
       36.50001     0.00463613       4923.413       11701.86       111.2861      0.0934139      0.0579384    -0.00361227     -0.0067454       0.769094       -9.46097     -0.0028095    -0.00190877     0.00278835     0.01560819    -0.00697087    -0.00535411    -0.02611335    -0.03909117    -0.01597507
       36.60001     0.00463613       4923.413       11703.22       111.1984      0.0932008      0.0581155    -0.00464561     -0.0025834       0.769555       -9.45949     -0.0177199     0.00034574     0.00278835     0.01618626    -0.00697089    -0.00501848    -0.02352047    -0.03918901    -0.01587570
       36.70001     0.00426474       4923.413       11703.22       111.1981      0.0922159      0.0579384    -0.00412894      0.0005741       0.769899       -9.45837      0.0276000     0.00121286     0.00139418     0.01011642    -0.00726134    -0.00520752    -0.02611335    -0.03938467    -0.01577634
       36.80001     0.00463613       4926.895       11716.37       111.3750      0.0921675      0.0572299    -0.00464561     -0.0020093       0.759845       -9.47155      0.0321210     0.00260025     0.00139418     0.01459653    -0.00464726    -0.00422601    -0.02248331    -0.03909117    -0.01602476
       36.90001     0.00445044       4930.373       11711.65       111.6839      0.0932350      0.0565214    -0.00430117      0.0064584       0.751002       -9.40724      0.0034564     0.00398765     0.00034854     0.01271777    -0.00697089    -0.00509526    -0.02300189    -0.03918901    -0.01617381
       37.00001     0.00389335       4926.895       11641.00       111.6835      0.0920364      0.0565214    -0.00361227      0.0034445       0.765327       -9.45736      0.0020353     0.00502819     0.00000000     0.00520273    -0.00900406    -0.00521990    -0.02196474    -0.03938467    -0.01582602
       37.10001     0.00389335       4926.895       11691.47       111.6835      0.0915769      0.0556357    -0.00361227      0.0008611       0.760156       -9.43375      0.0161063     0.00537504    -0.00139418     0.01228418    -0.00900406    -0.00622416    -0.02248331    -0.03938467    -0.01577634
       37.20001     0.00463613       4937.332       11711.65       111.6833      0.0916095      0.0554586    -0.00326782      0.0066019       0.751015       -9.40718      0.0177358     0.00745613    -0.00174272     0.01792050    -0.00697089    -0.00553161    -0.02196474    -0.03909117    -0.01602476
       37.30001     0.00426474       4937.332       11697.24       111.6829      0.0919043      0.0551043    -0.00257893     -0.0007176       0.759981       -9.43431      0.0212462     0.00867009    -0.00278835     0.00924934    -0.00580907    -0.00607718    -0.02196474    -0.03928684    -0.01602476
       37.40001     0.00463613       4944.291       11677.04       111.6833      0.0920690      0.0551043    -0.00326782     -0.0011482       0.769706       -9.45899     -0.0073913     0.00988406    -0.00278835     0.02832595     0.00203316    -0.00623371    -0.02144616    -0.03918901    -0.01587570
       37.50001     0.00463613       4937.332       11677.04       111.6830      0.0921178      0.0551043    -0.00275115      0.0005741       0.760122       -9.45838      0.0206771     0.01369939    -0.00278835     0.02008831    -0.00755178    -0.00621526    -0.01937186    -0.03918901    -0.01587570
       37.60001     0.00463613       4944.291       11697.24       111.6833      0.0916095      0.0545730    -0.00326782     -0.0040186       0.749847       -9.43548      0.0149625     0.01369939    -0.00418253     0.00606983    -0.01219903    -0.00478473    -0.01781613    -0.03899334    -0.01587570
       37.70001     0.00407904       4944.293       11677.80       111.7274      0.0916096      0.0545730    -0.00326782      0.0044491       0.750779       -9.46926     -0.0025959     0.01508678    -0.00487961    -0.00115616    -0.00232364    -0.00584969    -0.01574183    -0.03914009    -0.01577634
       37.80001     0.00445044       4944.293       11677.80       111.7270      0.0916746      0.0542187    -0.00257893      0.0041621       0.770291       -9.46936     -0.0053646     0.01369939    -0.00487961    -0.00115616    -0.00290456    -0.00610007    -0.01366752    -0.03909117    -0.01577634
       37.90001     0.00463613       4954.732       11717.43       111.6829      0.0919043      0.0543958    -0.00257893     -0.0020093       0.759841       -9.58191      0.0102607     0.01508678    -0.00557670     0.00867118    -0.00813271    -0.00513426    -0.01263037    -0.03918901    -0.01577634
       38.00001     0.00463613       4968.650       11667.70       111.7271      0.0918881      0.0538644    -0.00275115      0.0022963       0.755430       -9.47001     -0.0029329     0.01508678    -0.00627379     0.00375757    -0.00290453    -0.00571869    -0.01159322    -0.03909117    -0.01602476
       38.10001     0.00500752       4972.130       11698.00       111.7268      0.0923964      0.0536873    -0.00223448      0.0011482       0.760189       -9.47042     -0.0050315     0.01578048    -0.00627379    -0.00231229    -0.00348542    -0.00449712    -0.01107464    -0.03918901    -0.01577634
       38.20001     0.00500752       4965.171       11680.88       111.9036      0.0921344      0.0528017    -0.00257893     -0.0024398       0.750026       -9.47169     -0.0078726     0.01473994    -0.00697088    -0.00346853    -0.00348542    -0.00614325    -0.00951891    -0.03918901    -0.01567697
       38.30001     0.00500752       4979.089       11663.56       111.9036      0.0916749      0.0528017    -0.00257893     -0.0002870       0.769806       -9.58129     -0.0165197     0.01508678    -0.00697088    -0.00491370    -0.00377591    -0.00451727    -0.00951891    -0.03909117    -0.01567697
       38.40001     0.00500752       4993.008       11703.97       111.9036      0.0915601      0.0528017    -0.00257893      0.0040186       0.750740       -9.46940     -0.0106668     0.01369939    -0.00766797    -0.01069447    -0.00174271    -0.00543314    -0.00640746    -0.03909117    -0.01567697
       38.50001     0.00500752       4993.006       11712.45       112.3889      0.0917404      0.0524474    -0.00189003      0.0037315       0.740934       -9.45724     -0.0100358     0.01335254    -0.00731942     0.00115616     0.00116181    -0.00563308    -0.00588888    -0.03889551    -0.01567697
       38.60001     0.00500752       4993.006       11692.97       112.4331      0.0916256      0.0522703    -0.00189003      0.0011482       0.760195       -9.47041     -0.0016694     0.01369939    -0.00766797     0.00346848    -0.00639001    -0.00486819    -0.00485173    -0.03918901    -0.01562729
       38.70001     0.00500752       4993.008       11692.22       112.3887      0.0906240      0.0522703    -0.00154558      0.0043056       0.750773       -9.46929      0.0079158     0.01369939    -0.00836505    -0.01112805    -0.00377590    -0.00423426    -0.00433315    -0.03918901    -0.01562729
       38.80001     0.00500752       4979.087       11682.10       112.3885      0.0916903      0.0522703    -0.00120113     -0.0005741       0.779553       -9.47102     -0.0318941     0.01231200    -0.00836505     0.01271773     0.00058090    -0.00359122    -0.00225885    -0.03933576    -0.01562729
       38.90001     0.00500752       4996.483       11674.87       112.3887      0.0917728      0.0522703    -0.00154558     -0.0005741       0.760006       -9.58139     -0.0504010     0.01560705    -0.00836505     0.00924930    -0.00058090    -0.00316928    -0.00070312    -0.03909117    -0.01567697
       39.00001     0.00463613       5003.445       11659.36       112.0795      0.0918050      0.0524474    -0.00120113      0.0045926       0.765462       -9.60408     -0.0514872     0.01369939    -0.00836505    -0.01127253     0.00464726    -0.00090219     0.00033403    -0.03909117    -0.01562729
       39.10001     0.00463613       4993.008       11675.64       112.4325      0.0918375      0.0522703    -0.00085669     -0.0002870       0.779580       -9.60581     -0.0494738     0.01369939    -0.00766797    -0.01459655     0.00000000     0.00073568    -0.00018455    -0.03938467    -0.01527951
       39.20001     0.00519322       4999.967       11674.87       112.3885      0.0918052      0.0522703    -0.00120113     -0.0022963       0.769593       -9.60652     -0.0694202     0.01057776    -0.00836505    -0.03049374    -0.00580907     0.00176068     0.00396406    -0.03909117    -0.01542856
       39.30001     0.00500752       5013.886       11735.55       112.3885      0.0918052      0.0522703    -0.00120113      0.0002870       0.760108       -9.65466     -0.0991456     0.00814982    -0.00836505    -0.02312323     0.00871362     0.00174899     0.00292691    -0.03909117    -0.01537887
       39.40001     0.00500752       5024.322       11715.33       112.3885      0.0918052      0.0522703    -0.00120113     -0.0002870       0.760040       -9.63034     -0.0989565     0.00589531    -0.00697088    -0.02109996     0.00755181     0.00185151     0.00551979    -0.03909117    -0.01522983
       39.50001     0.00482182       5024.322       11698.75       112.4327      0.0918052      0.0522703    -0.00120113      0.0028704       0.750617       -9.58017     -0.0562069     0.00398765    -0.00697088    -0.01488558     0.00232361     0.00192329     0.00551979    -0.03918901    -0.01537887
       39.60001     0.00463613       5027.804       11739.22       112.4325      0.0925267      0.0517389    -0.00085669     -0.0040186       0.788944       -9.75430     -0.0778429     0.00260025    -0.00627379    -0.02500197     0.00784221     0.00071449     0.00396406    -0.03909117    -0.01527951
       39.70001     0.00463613       5024.322       11718.99       112.4331      0.0934637      0.0522703    -0.00189003     -0.0066019       0.778888       -9.85332     -0.0761865    -0.00034795    -0.00557670    -0.00462467     0.00522817     0.00144734     0.00500121    -0.03899334    -0.01537887
       39.80001     0.00482182       5027.804       11698.75       112.4331      0.0935785      0.0513846    -0.00189003      0.0031574       0.770187       -9.65365     -0.0515388     0.00121286    -0.00522816    -0.00520273     0.00290456     0.00385875     0.00344548    -0.03909117    -0.01552792
       39.90001     0.00445044       5038.241       11722.11       112.6095      0.0936110      0.0513846    -0.00154558      0.0005741       0.779675       -9.65458     -0.1080686    -0.00156192    -0.00487961    -0.01083901     0.00493772     0.00551771     0.00292691    -0.03909117    -0.01527951
       40.00001     0.00463613       5031.282       11651.04       112.4331      0.0935785      0.0510304    -0.00189003     -0.0066019       0.773997       -9.75522     -0.1480719    -0.00086823    -0.00418253    -0.01127259     0.00900405     0.00415715     0.00292691    -0.03914009    -0.01547824
       40.10001     0.00463613       5027.804       11725.02       112.6100      0.0935141      0.0510304    -0.00257893     -0.0008611       0.769742       -9.66735     -0.0735885    -0.00398986    -0.00313690    -0.02095541     0.01132768     0.00623684     0.00344548    -0.03909117    -0.01542856
       40.20001     0.00389335       5024.322       11682.97       112.5215      0.0935463      0.0508532    -0.00223448     -0.0034445       0.759683       -9.65600     -0.0991689    -0.00468355    -0.00209126    -0.01358489     0.00580908     0.00662341     0.00188976    -0.03918901    -0.01562729
       40.30001     0.00445044       5038.241       11684.53       112.6104      0.0933347      0.0513846    -0.00326782     -0.0068890       0.778849       -9.66950     -0.1239211    -0.00693806    -0.00174272    -0.02052188     0.01074679     0.00422468     0.00292691    -0.03909117    -0.01542856
       40.40001     0.00463613       5048.682       11745.25       112.6104      0.0933347      0.0512075    -0.00326782      0.0048797       0.750826       -9.66532     -0.0736195    -0.00815204     0.00000000    -0.00028906     0.01336087     0.00129500     0.00188976    -0.03909117    -0.01547824
       40.50001     0.00426474       5052.158       11704.77       112.6100      0.0933993      0.0499676    -0.00257893      0.0035880       0.740911       -9.65351     -0.0728193    -0.00711149     0.00069709     0.01401847     0.00668044     0.00131620    -0.00070312    -0.03909117    -0.01562729
       40.60001     0.00445044       5038.239       11688.95       112.6983      0.0933993      0.0499676    -0.00257893      0.0022963       0.760312       -9.65396     -0.0803715    -0.00572410     0.00139418     0.01387395     0.00290454     0.00296348    -0.00070312    -0.03909117    -0.01552792
       40.70001     0.00426474       5038.239       11685.84       112.5215      0.0924137      0.0497905    -0.00206225      0.0040186       0.750730       -9.66561     -0.0781938    -0.00433671     0.00139418     0.01734240     0.00406635     0.00126440    -0.00174028    -0.03909117    -0.01527951
       40.80001     0.00463613       5052.158       11688.92       112.6980      0.0917408      0.0497905    -0.00189003     -0.0005741       0.750225       -9.60593     -0.0400939    -0.00260247     0.00209126     0.00809311     0.00000000     0.00055825    -0.00174028    -0.03909117    -0.01537887
       40.90001     0.00426474       5062.601       11716.17       113.0953      0.0917412      0.0496133    -0.00189003      0.0084677       0.741447       -9.55367     -0.0467084    -0.00294931     0.00139418    -0.01127255    -0.00464725     0.00403309    -0.00070312    -0.03918901    -0.01542856
       41.00001     0.00463613       5045.200       11684.56       112.6972      0.0918698      0.0499676    -0.00051224      0.0040186       0.775158       -9.80050     -0.0971523    -0.00433670     0.00139418    -0.01127254    -0.00058090     0.00361990    -0.00122170    -0.03909117    -0.01557761
       41.10001     0.00463613       5038.239       11694.69       112.6976      0.0935284      0.0499676    -0.00120113     -0.0057408       0.778971       -9.77944     -0.1024406    -0.00468355     0.00139418     0.00867119     0.00813270     0.00337457    -0.00225885    -0.03909117    -0.01513046
