Data file: /home/fk1j/attas/aiaa_general/check_stall/stall_f623_qst01.cdf
44 Variables plus time, with 3001 values each

              T           AXCG           AYCG           AZCG          AYCKP          AZCKP           PRGX           QRGY           RRGZ            PHI            THE            PSI           ALCG           BECG         VTASCG           HQNH           PDOT           QDOT           RDOT          HRADIO          VCAS           DELV          IHTRM          N1T1L          N1T2R          DLC_L          DLC_R         DAIL_L         DAIL_R           DRUD           MACH            SAT          PSTAT            RHO          PHLAT          LALON           FN_L           FN_R         FUELUS         BETDOT             FW          ALDOT           FLAP         DSPL_L         DSPL_R
              s         M/S**2         M/S**2         M/S**2         M/S**2         M/S**2          DEG/S          DEG/S          DEG/S            DEG            DEG            DEG            DEG            DEG            M/S              M         DEG/S2         DEG/S2         DEG/S2              M            M/S            DEG            DEG        PROZENT        PROZENT            DEG            DEG            DEG            DEG            DEG             --             °K             PA          Kg/m3            DEG            DEG              N              N             KG          DEG/S             --          DEG/S            DEG            DEG            DEG

        62.6000       0.861505      0.1779253       -9.24069       0.260518       -9.25833     0.00624979      0.0104140     0.00040376     -0.0146687      0.1420850       3.116858        9.25893      -1.496218       81.32072       5346.802      0.0045514     -0.0042895    -0.00149020       787.8696       63.26863     -0.0005853    -0.03904141       50.22265       49.68095    -0.01474129    -0.01445508    -0.02957541     0.00617436    -0.03476965      0.2594375       250.1089       51828.10      0.7218955      0.9375080      0.1898571        2446.32        2367.17       1998.000      0.0616163   0.000000E+00     -0.0004849     0.02187159    0.001685914    0.003365159
        62.6400       0.847309      0.2025578       -9.31167       0.140183       -9.21124     0.00553036      0.0089713     0.00040376     -0.0144769      0.1420850       3.116858        9.25734      -1.474109       81.15523       5346.649      0.0059631     -0.0049683    -0.00144495       787.8696       63.26863     -0.0007728    -0.03885312       50.14441       49.62876    -0.01474129    -0.01439770    -0.03031957     0.00693080    -0.03476965      0.2594375       250.1223       51828.10      0.7218568      0.9375080      0.1898571        2440.39        2364.99       1998.000      0.0096031   0.000000E+00     -0.0006531     0.02187159    0.001685914    0.003548265
        62.6800       0.918292      0.1631462       -9.33533       0.260518       -9.28187     0.00624979      0.0104140     0.00040376     -0.0144769      0.1421809       3.116858        9.25652      -1.471986       80.96762       5346.649      0.0053902     -0.0040896    -0.00104896       787.8696       63.22040     -0.0013352    -0.03932385       50.17049       49.65486    -0.01459888    -0.01449784    -0.03031957     0.00655258    -0.03439522      0.2592500       250.1374       51828.10      0.7218131      0.9375080      0.1898571        2449.46        2374.01       1998.000     -0.0616175   0.000000E+00      0.0002902     0.02187159    0.001685914    0.003365159
        62.7200       0.833113      0.1976311       -9.45363       0.140183       -9.18770     0.00624979      0.0096927    -0.00031412     -0.0143811      0.1423726       3.116858        9.25875      -1.488739       80.86792       5346.649      0.0029392     -0.0016723    -0.00010652       787.8696       63.22040     -0.0015227    -0.03885312       50.17049       49.65486    -0.01459888    -0.01449784    -0.03050560     0.00617436    -0.03476965      0.2592500       250.1454       51828.10      0.7217900      0.9375080      0.1898601        2452.77        2377.29       1999.000     -0.0536145   0.000000E+00      0.0016744     0.02187159    0.001685914    0.003365159
        62.7600       0.852041      0.1680729       -9.12238       0.212384       -9.23478     0.00624979      0.0082500     0.00040376     -0.0142852      0.1423726       3.116762        9.26384      -1.514114       80.88853       5346.497     -0.0002669      0.0017512     0.00142314       787.8696       63.22040     -0.0018977    -0.03932385       50.17049       49.73315    -0.01459888    -0.01457851    -0.03013355     0.00636345    -0.03476965      0.2592500       250.1438       51828.10      0.7217947      0.9375080      0.1898601        2452.08        2388.07       1999.000      0.0264074   0.000000E+00      0.0027136     0.02194927    0.001685914    0.003365159
        62.8000       0.885166      0.1582205       -9.38265       0.260518       -9.25833     0.00696909      0.0104140     0.00040376     -0.0141893      0.1424685       3.116762        9.27035      -1.534427       80.99022       5346.497     -0.0029218      0.0053841     0.00326073       787.8696       63.18021     -0.0022726    -0.03904141       50.19657       49.65486    -0.01459888    -0.01459798    -0.02994749     0.00636345    -0.03476965      0.2590625       250.1356       51828.10      0.7218184      0.9375080      0.1898601        2451.54        2372.29       1999.000      0.0512142   0.000000E+00      0.0031488     0.02187159    0.001685914    0.003365159
        62.8400       0.880434      0.1483672       -9.42997       0.188317       -9.23478     0.00553036      0.0104140     0.00040376     -0.0140935      0.1426602       3.116762        9.27753      -1.542656       81.10754       5346.344     -0.0042877      0.0084288     0.00474287       787.8696       63.18021     -0.0024601    -0.03894727       50.17049       49.70705    -0.01474129    -0.01449784    -0.03050560     0.00636345    -0.03476965      0.2590625       250.1261       51828.10      0.7218457      0.9375110      0.1898601        2443.83        2376.06       1999.000      0.0336090   0.000000E+00      0.0032533     0.02187159    0.001685914    0.003365159
        62.8800       0.856773      0.1286614       -9.16971       0.212384       -9.21124     0.00553036      0.0096927     0.00040376     -0.0139976      0.1427561       3.116762        9.28517      -1.539946       81.14094       5346.192     -0.0043612      0.0100756     0.00517493       787.8696       63.18021     -0.0028350    -0.03913556       50.17049       49.73315    -0.01485587    -0.01439770    -0.03031957     0.00560701    -0.03476965      0.2590625       250.0531       51828.10      0.7220564      0.9375110      0.1898601        2443.36        2379.42       1999.000     -0.0336090   0.000000E+00      0.0033983     0.02194927    0.001685914    0.003365159
        62.9200       0.899362      0.1828520       -9.33533       0.260518       -9.21124     0.00553036      0.0104140     0.00112164     -0.0139017      0.1429479       3.116666        9.29331      -1.531651       81.05951       5346.192     -0.0036683      0.0101371     0.00424652       787.8696       63.10787     -0.0030225    -0.03960630       50.04010       49.65486    -0.01471347    -0.01459798    -0.02957541     0.00541788    -0.03476965      0.2587500       250.0597       51828.10      0.7220375      0.9375110      0.1898601        2425.37        2369.03       1999.000     -0.0408117   0.000000E+00      0.0038125     0.02187159    0.001685914    0.003365159
        62.9600       0.889898      0.1729996       -9.19337       0.188317       -9.25833     0.00624979      0.0118566     0.00112164     -0.0139017      0.1430437       3.116666        9.30282      -1.525446       80.90414       5346.040     -0.0027832      0.0093632     0.00216369       787.8696       63.10787     -0.0033975    -0.03941801       50.22265       49.65486    -0.01459888    -0.01435494    -0.03013355     0.00560701    -0.03476965      0.2587500       250.0722       51828.10      0.7220013      0.9375140      0.1898601        2457.23        2374.14       1999.000      0.0248068   0.000000E+00      0.0045526     0.02194927    0.001685914    0.003365159
        63.0000       0.918292      0.1828520       -9.28801       0.260518       -9.25833     0.00553036      0.0118566     0.00112164     -0.0138058      0.1432355       3.116666        9.31428      -1.524923       80.73016       5346.040     -0.0020037      0.0085489    -0.00032586       787.8696       63.10787     -0.0037724    -0.03932385       50.22265       49.65486    -0.01459888    -0.01449784    -0.03031957     0.00617436    -0.03439522      0.2587500       250.0862       51828.10      0.7219609      0.9375140      0.1898601        2463.02        2379.87       1999.000      0.0024015   0.000000E+00      0.0054585     0.02194927    0.001685914    0.003365159
        63.0400       0.870970      0.1976311       -9.31167       0.260518       -9.25833     0.00481093      0.0118566     0.00112164     -0.0137100      0.1433313       3.116666        9.32751      -1.529104       80.59541       5346.040     -0.0015742      0.0079963    -0.00211434       787.8696       63.10787     -0.0039599    -0.03960630       50.27481       49.65486    -0.01471347    -0.01445508    -0.03106374     0.00693080    -0.03476965      0.2585000       250.0970       51828.10      0.7219297      0.9375140      0.1898601        2473.83        2383.00       1999.000     -0.0312093   0.000000E+00      0.0061609     0.02187159    0.001685914    0.003365159
        63.0800       0.885166      0.1877787       -9.09873       0.140183       -9.21124     0.00553036      0.0111352     0.00112164     -0.0136141      0.1436190       3.116666        9.34152      -1.536158       80.54738       5345.887     -0.0017702      0.0076308    -0.00239242       787.8696       63.05160     -0.0039599    -0.03941801       50.01402       49.73315    -0.01474129    -0.01435494    -0.03069165     0.00693080    -0.03476965      0.2585000       250.1009       51828.10      0.7219186      0.9375140      0.1898601        2437.21        2396.05       1999.000     -0.0072015   0.000000E+00      0.0061958     0.02187159    0.001685914    0.003365159
        63.1200       0.856773      0.1877787       -9.38265       0.260518       -9.23478     0.00481093      0.0125779     0.00040376     -0.0136141      0.1438107       3.116570        9.35475      -1.544355       80.56300       5345.887     -0.0027230      0.0069535    -0.00119939       787.8696       63.05160     -0.0041474    -0.03951216       50.06617       49.73315    -0.01474129    -0.01449784    -0.03050560     0.00598523    -0.03476965      0.2585000       250.0996       51828.10      0.7219222      0.9375140      0.1898601        2444.34        2395.54       1999.000      0.0152045   0.000000E+00      0.0053305     0.02194927    0.001685914    0.003365159
        63.1600       0.885166      0.1877787       -9.33533       0.188317       -9.28187     0.00624979      0.0132991     0.00040376     -0.0135182      0.1440025       3.116570        9.36540      -1.550658       80.59806       5345.735     -0.0042062      0.0054344     0.00067591       787.8696       63.05160     -0.0041474    -0.03941801       50.06617       49.75925    -0.01457106    -0.01469812    -0.03031957     0.00579610    -0.03439522      0.2582500       250.0968       51828.10      0.7219303      0.9375140      0.1898601        2441.87        2396.90       1999.000      0.0360096   0.000000E+00      0.0039931     0.02187159    0.001685914    0.003365159
        63.2000       0.870970      0.1631462       -9.33533       0.188317       -9.18770     0.00481093      0.0132991     0.00112164     -0.0134223      0.1442901       3.116570        9.37313      -1.551703       80.63595       5345.583     -0.0056046      0.0032609     0.00220051       787.8696       62.98729     -0.0043349    -0.03904141       50.27481       49.65486    -0.01457106    -0.01455523    -0.03050560     0.00693080    -0.03476965      0.2582500       250.0938       51828.10      0.7219391      0.9375140      0.1898601        2471.17        2380.36       1999.000      0.0096024   0.000000E+00      0.0031707     0.02194927    0.001685914    0.003365159
        63.2400       0.889898      0.1188090       -9.38265       0.212384       -9.25833     0.00409150      0.0125779     0.00112164     -0.0133265      0.1444818       3.116570        9.38045      -1.546314       80.62199       5345.583     -0.0061730      0.0013949     0.00266310       787.8696       62.98729     -0.0047098    -0.03922971       50.11833       49.65486    -0.01485587    -0.01449784    -0.03106374     0.00655258    -0.03476965      0.2582500       250.0949       51828.10      0.7219358      0.9375170      0.1898601        2448.71        2380.82       1999.000     -0.0344092   0.000000E+00      0.0035918     0.02187159    0.001685914    0.003365159
        63.2800       0.904095      0.1828520       -9.38265       0.188317       -9.32895     0.00481093      0.0125779     0.00112164     -0.0133265      0.1447694       3.116570        9.39032      -1.536746       80.57264       5345.583     -0.0054737      0.0012236     0.00205801       787.8696       62.98729     -0.0048973    -0.03885312       50.11833       49.65486    -0.01495872    -0.01439770    -0.03087768     0.00636345    -0.03476965      0.2580000       250.0988       51828.10      0.7219244      0.9375170      0.1898601        2449.04        2381.15       1999.000     -0.0104026   0.000000E+00      0.0050871     0.02194927    0.001685914    0.003365159
        63.3200       0.937220      0.1927044       -9.42997       0.164250       -9.25833     0.00409150      0.0132991     0.00112164     -0.0133265      0.1449612       3.116570        9.40378      -1.528679       80.52545       5345.430     -0.0037634      0.0038070     0.00096871       787.8696       62.93103     -0.0050848    -0.03894727       50.04010       49.73315    -0.01459888    -0.01429756    -0.03031957     0.00617436    -0.03476965      0.2580000       250.1026       51828.10      0.7219135      0.9375170      0.1898601        2439.15        2394.17       1999.000      0.0160036   0.000000E+00      0.0067946     0.02187159    0.001685914    0.003365159
        63.3600       0.913560      0.1483672       -9.40631       0.260518       -9.35250     0.00409150      0.0140204     0.00112164     -0.0132306      0.1452488       3.116570        9.42038      -1.526491       80.53326       5345.430     -0.0020071      0.0088440     0.00001420       787.8696       62.93103     -0.0050848    -0.03951216       50.22265       49.73315    -0.01445648    -0.01469812    -0.03031957     0.00655258    -0.03439522      0.2580000       250.2817       51828.10      0.7213970      0.9375170      0.1898601        2463.96        2392.26       1999.000     -0.0248060   0.000000E+00      0.0077862     0.02187159    0.001685914    0.003365159
        63.4000       0.923024      0.1976311       -9.35899       0.140183       -9.30541     0.00409150      0.0125779     0.00112164     -0.0132306      0.1454406       3.116570        9.43812      -1.531259       80.63063       5345.430     -0.0012541      0.0145979    -0.00051756       787.8696       62.93103     -0.0052723    -0.03866482       50.19657       49.75925    -0.01459888    -0.01439770    -0.03069165     0.00617436    -0.03439522      0.2577500       250.2739       51828.10      0.7214195      0.9375170      0.1898601        2455.60        2391.57       1999.000     -0.0136042   0.000000E+00      0.0075861     0.02187159    0.001685914    0.003365159
        63.4400       0.847309      0.1779253       -9.42997       0.188317       -9.32895     0.00409150      0.0132991     0.00112164     -0.0132306      0.1458241       3.116570        9.45413      -1.540371       80.83652       5345.278     -0.0018232      0.0187437    -0.00059303       787.8696       62.86672     -0.0052723    -0.03932385       50.19657       49.65486    -0.01459888    -0.01449784    -0.03106374     0.00579610    -0.03476965      0.2577500       250.2573       51828.10      0.7214672      0.9375170      0.1898601        2448.77        2369.52       1999.000      0.0248071   0.000000E+00      0.0064070     0.02187159    0.001685914    0.003365159
        63.4800       0.932488      0.2173369       -9.38265       0.212384       -9.32895     0.00409150      0.0169057     0.00112164     -0.0132306      0.1460158       3.116570        9.46686      -1.547326       81.09524       5345.278     -0.0032806      0.0193670    -0.00021305       787.8696       62.86672     -0.0054598    -0.03941801       50.01402       49.62876    -0.01481631    -0.01449784    -0.03069165     0.00617436    -0.03439522      0.2577500       250.2365       51828.10      0.7215273      0.9375200      0.1898601        2413.50        2357.20       1999.000      0.0040011   0.000000E+00      0.0049621     0.02194927    0.001685914    0.003365159
        63.5200       0.904095      0.1729996       -9.31167       0.188317       -9.28187     0.00409150      0.0154631     0.00112164     -0.0132306      0.1463993       3.116570        9.47691      -1.547555       81.28866       5345.125     -0.0048155      0.0159189     0.00064145       787.8696       62.86672     -0.0054598    -0.03885312       50.14441       49.62876    -0.01470173    -0.01435494    -0.03124976     0.00636345    -0.03476965      0.2577500       250.2209       51828.10      0.7215724      0.9375200      0.1898601        2426.14        2350.84       1999.000      0.0320086   0.000000E+00      0.0039725     0.02187159    0.001685914    0.003365159
        63.5600       0.937220      0.2567475       -9.24069       0.260518       -9.30541     0.00337219      0.0169057     0.00112164     -0.0132306      0.1467828       3.116570        9.48564      -1.540142       81.36044       5344.973     -0.0054742      0.0096711     0.00189286       787.8696       62.80242     -0.0056472    -0.03941801       50.17049       49.73315    -0.01459888    -0.01439770    -0.03106374     0.00617436    -0.03476965      0.2575000       250.2150       51828.10      0.7215891      0.9375200      0.1898601        2426.26        2362.43       1999.000      0.0112025   0.000000E+00      0.0038060     0.02194927    0.001685914    0.003365159
        63.6000       0.937220      0.2222636       -9.50095       0.188317       -9.30541     0.00337219      0.0169057     0.00112164     -0.0132306      0.1470704       3.116570        9.49451      -1.527699       81.24512       5344.973     -0.0045954      0.0030880     0.00322360       787.8696       62.80242     -0.0056472    -0.03922971       50.17049       49.65486    -0.01485587    -0.01435494    -0.03069165     0.00617436    -0.03476965      0.2575000       250.2244       51828.10      0.7215622      0.9375200      0.1898601        2430.09        2354.79       1999.000     -0.0376101   0.000000E+00      0.0043673     0.02187159    0.001685914    0.003365159
        63.6400       0.908828      0.1680729       -9.31167       0.212384       -9.32895     0.00337219      0.0169057     0.00112164     -0.0132306      0.1473580       3.116570        9.50520      -1.515159       81.00750       5344.820     -0.0021587     -0.0014015     0.00410739       787.8696       62.80242     -0.0056472    -0.03913556       50.14441       49.65486    -0.01459888    -0.01449784    -0.03106374     0.00579610    -0.03476965      0.2575000       250.2436       51828.10      0.7215069      0.9375200      0.1898601        2434.16        2362.60       1999.000     -0.0080018   0.000000E+00      0.0051659     0.02187159    0.001685914    0.003365159
        63.6800       0.894630      0.1631462       -9.47730       0.140183       -9.28187     0.00265276      0.0161843     0.00183952     -0.0132306      0.1476457       3.116570        9.51766      -1.507615       80.74197       5344.820      0.0012321     -0.0027333     0.00411586       787.8696       62.73811     -0.0056472    -0.03960630       50.14441       49.65486    -0.01485587    -0.01470978    -0.03069165     0.00598523    -0.03476965      0.2572500       250.2649       51828.10      0.7214453      0.9375200      0.1898601        2441.66        2370.03       1999.000     -0.0216063   0.000000E+00      0.0057013     0.02187159    0.001685914    0.003365159
        63.7200       0.941953      0.1434405       -9.42997       0.260518       -9.28187     0.00337219      0.0169057     0.00183952     -0.0132306      0.1480292       3.116570        9.53067      -1.507321       80.54589       5344.820      0.0044225     -0.0018211     0.00322914       787.8696       62.73811     -0.0056472    -0.03922971       50.22265       49.75925    -0.01474129    -0.01470978    -0.03087768     0.00522879    -0.03476965      0.2572500       250.2807       51854.53      0.7217677      0.9375230      0.1898601        2460.86        2392.96       1999.000      0.0336090   0.000000E+00      0.0058916     0.02194927    0.001685914    0.003365159
        63.7600       0.927756      0.1828520       -9.52462       0.212384       -9.35250     0.00409150      0.0154631     0.00183952     -0.0133265      0.1483168       3.116666        9.54390      -1.513199       80.44552       5344.668      0.0060866     -0.0006002     0.00186026       787.8696       62.73811     -0.0058347    -0.03885312       49.98794       49.68095    -0.01459888    -0.01439770    -0.03050560     0.00503966    -0.03476965      0.2572500       250.2887       51854.53      0.7217445      0.9375230      0.1898601        2429.79        2384.79       1999.000      0.0136043   0.000000E+00      0.0059850     0.02187159    0.001685914    0.003365159
        63.8000       0.989274      0.2025578       -9.40631       0.212384       -9.32895     0.00265276      0.0161843     0.00183952     -0.0133265      0.1487003       3.116666        9.55772      -1.523552       80.42525       5344.668      0.0055317     -0.0005611     0.00059603       787.8696       62.68184     -0.0058347    -0.03904141       50.09225       49.65486    -0.01485587    -0.01449784    -0.03106374     0.00598523    -0.03476965      0.2570000       250.2903       51854.53      0.7217399      0.9375230      0.1898601        2444.44        2380.33       1999.000     -0.0184052   0.000000E+00      0.0061410     0.02194927    0.001685914    0.003365159
        63.8400       0.979810      0.1286614       -9.35899       0.260518       -9.37604     0.00481093      0.0183483     0.00183952     -0.0132306      0.1490838       3.116666        9.57178      -1.535798       80.42674       5344.668      0.0032085     -0.0019644    -0.00015131       787.8696       62.68184     -0.0058347    -0.03904141       50.17049       49.68095    -0.01459888    -0.01459798    -0.03124976     0.00579610    -0.03476965      0.2570000       250.2433       51854.53      0.7218754      0.9375260      0.1898601        2456.30        2384.54       1999.000     -0.0216061   0.000000E+00      0.0063076     0.02194927    0.001685914    0.003365159
        63.8800       0.984542      0.2025578       -9.28801       0.164250       -9.32895     0.00481093      0.0154631     0.00183952     -0.0132306      0.1492755       3.116666        9.58606      -1.547196       80.38719       5344.516      0.0004205     -0.0040319    -0.00034110       787.8696       62.68184     -0.0058347    -0.03904141       50.32697       49.65486    -0.01474129    -0.01449784    -0.03087768     0.00617436    -0.03476965      0.2570000       250.2465       51854.53      0.7218663      0.9375260      0.1898601        2480.55        2382.02       1999.000      0.0288078   0.000000E+00      0.0064479     0.02187159    0.001685914    0.003365159
        63.9200       0.951417      0.1680729       -9.47730       0.260518       -9.32895     0.00337219      0.0154631     0.00183952     -0.0132306      0.1497549       3.116666        9.60098      -1.554380       80.32372       5344.516     -0.0014498     -0.0056778    -0.00021373       787.8696       62.62558     -0.0058347    -0.03951216       50.09225       49.65486    -0.01459888    -0.01435494    -0.03106374     0.00503966    -0.03476965      0.2567500       250.2516       51854.53      0.7218516      0.9375260      0.1898601        2446.94        2382.80       1999.000     -0.0056012   0.000000E+00      0.0066906     0.02194927    0.001685914    0.003365159
        63.9600       1.017668      0.1729996       -9.31167       0.188317       -9.35250     0.00409150      0.0169057     0.00183952     -0.0132306      0.1500425       3.116666        9.61662      -1.556633       80.23831       5344.363     -0.0016190     -0.0061802    -0.00003825       787.8696       62.62558     -0.0060222    -0.03922971       50.06617       49.65486    -0.01459888    -0.01449784    -0.03087768     0.00541788    -0.03476965      0.2567500       250.2584       51854.53      0.7218320      0.9375260      0.1898601        2445.94        2385.61       1999.000     -0.0240068   0.000000E+00      0.0072207     0.02187159    0.001685914    0.003365159
        64.0000       0.946685      0.1877787       -9.19337       0.188317       -9.28187     0.00337219      0.0147418     0.00183952     -0.0132306      0.1504260       3.116762        9.63377      -1.555066       80.17168       5343.601     -0.0003107     -0.0054652     0.00003693       787.8696       62.62558     -0.0058347    -0.03913556       50.01402       49.65486    -0.01495872    -0.01439770    -0.03143579     0.00560701    -0.03439522      0.2567500       250.2637       51854.53      0.7218166      0.9375260      0.1898601        2440.49        2387.80       1999.000     -0.0008003   0.000000E+00      0.0080605     0.02187159    0.001685914    0.003365159
        64.0400       0.979810      0.2222636       -9.50095       0.188317       -9.37604     0.00409150      0.0154631     0.00183952     -0.0132306      0.1507136       3.116762        9.65323      -1.550690       80.12881       5343.601      0.0013139     -0.0037955     0.00001493       787.8696       62.56931     -0.0058347    -0.03904141       50.22265       49.65486    -0.01459888    -0.01456688    -0.03106374     0.00541788    -0.03439522      0.2565000       250.2672       51854.53      0.7218068      0.9375260      0.1898601        2471.22        2387.91       1999.000      0.0184054   0.000000E+00      0.0089677     0.02194927    0.001685914    0.003365159
        64.0800       0.984542      0.1828520       -9.26435       0.188317       -9.30541     0.00409150      0.0161843     0.00183952     -0.0131347      0.1510012       3.116762        9.67442      -1.545726       80.11102       5343.601      0.0018998     -0.0013145    -0.00000420       787.8696       62.56931     -0.0058347    -0.03951216       50.22265       49.68095    -0.01470173    -0.01439770    -0.03106374     0.00541788    -0.03476965      0.2565000       250.2686       51854.53      0.7218027      0.9375290      0.1898631        2471.81        2392.32       1999.000      0.0480126   0.000000E+00      0.0095722     0.02194927    0.001685914    0.003365159
        64.1200       0.965613      0.1335881       -9.24069       0.188317       -9.25833     0.00409150      0.0147418     0.00183952     -0.0131347      0.1512889       3.116858        9.69625      -1.541481       80.06034       5343.449      0.0008454      0.0018507     0.00002036       787.8696       62.56931     -0.0060222    -0.03904141       50.17049       49.68095    -0.01448430    -0.01439770    -0.03087768     0.00579610    -0.03439522      0.2565000       250.2726       51854.53      0.7217910      0.9375290      0.1898631        2465.83        2393.99       1999.000     -0.0064015   0.000000E+00      0.0096372     0.02187159    0.001685914    0.003365159
        64.1600       0.932488      0.1877787       -9.47730       0.212384       -9.39959     0.00409150      0.0147418     0.00183952     -0.0131347      0.1517682       3.116858        9.71777      -1.537300       80.00950       5343.449     -0.0013365      0.0051793     0.00001414       787.8696       62.52108     -0.0060222    -0.03885312       49.98794       49.70705    -0.01459888    -0.01425480    -0.03087768     0.00522879    -0.03439522      0.2563750       250.2767       51854.53      0.7217793      0.9375290      0.1898631        2440.07        2398.84       1999.000     -0.0592161   0.000000E+00      0.0091609     0.02194927    0.001685914    0.003365159
        64.2000       0.994006      0.1779253       -9.52462       0.188317       -9.35250     0.00409150      0.0161843     0.00183952     -0.0130388      0.1520559       3.116858        9.73759      -1.533578       80.02296       5343.449     -0.0033456      0.0078315    -0.00007697       787.8696       62.52108     -0.0060222    -0.03960630       50.09225       49.75925    -0.01459888    -0.01459798    -0.03106374     0.00503966    -0.03476965      0.2563750       250.2756       51854.53      0.7217824      0.9375290      0.1898631        2454.93        2406.05       1999.000      0.0224063   0.000000E+00      0.0082618     0.02187159    0.001685914    0.003365159
        64.2400       0.975078      0.1927044       -9.42997       0.188317       -9.39959     0.00409150      0.0161843     0.00183952     -0.0131347      0.1523435       3.116954        9.75497      -1.532532       80.11369       5343.296     -0.0038532      0.0088177    -0.00017517       787.8696       62.52108     -0.0058347    -0.03885312       50.14441       49.65486    -0.01474129    -0.01449784    -0.03087768     0.00617436    -0.03476965      0.2563750       250.2684       51854.53      0.7218032      0.9375290      0.1898631        2459.58        2387.75       1999.000     -0.0056016   0.000000E+00      0.0071253     0.02187159    0.001685914    0.003365159
        64.2800       0.932488      0.1434405       -9.57194       0.212384       -9.39959     0.00337219      0.0161843     0.00183952     -0.0130388      0.1527270       3.116954        9.76988      -1.534459       80.35629       5343.296     -0.0024356      0.0073778    -0.00012745       787.8696       62.47285     -0.0060222    -0.03913556       50.11833       49.65486    -0.01459888    -0.01459798    -0.03180787     0.00560701    -0.03439522      0.2561250       250.2490       51854.53      0.7218592      0.9375290      0.1898631        2446.41        2378.48       1999.000     -0.0408107   0.000000E+00      0.0060482     0.02194927    0.001685914    0.003365159
        64.3200       1.060257      0.1779253       -9.33533       0.140183       -9.32895     0.00337219      0.0169057     0.00183952     -0.0130388      0.1530146       3.117050        9.78248      -1.539651       80.74894       5343.144      0.0002017      0.0038433     0.00018853       787.8696       62.47285     -0.0060222    -0.03932385       50.14441       49.65486    -0.01485587    -0.01449784    -0.03124976     0.00428322    -0.03476965      0.2561250       250.2175       51854.53      0.7219500      0.9375290      0.1898631        2437.22        2365.58       1999.000      0.0104026   0.000000E+00      0.0053259     0.02187159    0.001685914    0.003365159
        64.3600       0.937220      0.1779253       -9.38265       0.188317       -9.37604     0.00337219      0.0169057     0.00183952     -0.0130388      0.1533981       3.117050        9.79390      -1.547652       81.17433       5343.144      0.0027680     -0.0005732     0.00073772       787.8696       62.47285     -0.0060222    -0.03913556       50.14441       49.73315    -0.01485587    -0.01449784    -0.03087768     0.00503966    -0.03476965      0.2561250       250.1442       51854.53      0.7221617      0.9375320      0.1898631        2423.48        2363.39       1999.000      0.0312085   0.000000E+00      0.0050594     0.02194927    0.001685914    0.003365159
        64.4000       1.012936      0.1976311       -9.42997       0.188317       -9.35250     0.00409150      0.0169057     0.00183952     -0.0130388      0.1535898       3.117050        9.80545      -1.554608       81.51115       5343.144      0.0040587     -0.0048895     0.00125760       787.8696       62.42462     -0.0062097    -0.03922971       50.17049       49.81144    -0.01459888    -0.01459798    -0.03106374     0.00579610    -0.03476965      0.2559375       250.1169       51854.53      0.7222404      0.9375320      0.1898631        2415.14        2362.76       1999.000      0.0064015   0.000000E+00      0.0051958     0.02187159    0.001685914    0.003365159
        64.4400       0.975078      0.1532938       -9.31167       0.188317       -9.35250     0.00409150      0.0161843     0.00183952     -0.0129430      0.1538775       3.117146        9.81764      -1.556339       81.71322       5342.992      0.0036477     -0.0085221     0.00139153       787.8696       62.42462     -0.0063972    -0.03951216       50.06617       49.81144    -0.01459888    -0.01435494    -0.03180787     0.00503966    -0.03476965      0.2559375       250.1005       51854.53      0.7222878      0.9375320      0.1898631        2393.23        2356.10       1999.000      0.0280079   0.000000E+00      0.0057011     0.02187159    0.001685914    0.003365159
        64.4800       1.003470      0.2025578       -9.31167       0.212384       -9.39959     0.00409150      0.0154631     0.00183952     -0.0130388      0.1541651       3.117146        9.83128      -1.551604       81.65440       5342.992      0.0021093     -0.0109506     0.00092677       787.8696       62.42462     -0.0058347    -0.03885312       50.09225       49.73315    -0.01471347    -0.01435494    -0.03106374     0.00541788    -0.03476965      0.2559375       250.1053       51854.53      0.7222739      0.9375320      0.1898631        2398.98        2346.62       1999.000     -0.0320087   0.000000E+00      0.0065648     0.02194927    0.001685914    0.003365159
        64.5200       0.927756      0.1927044       -9.57194       0.260518       -9.42313     0.00481093      0.0161843     0.00255740     -0.0129430      0.1545486       3.117241        9.84747      -1.542526       81.34499       5342.992      0.0004853     -0.0118200    -0.00003865       787.8696       62.38443     -0.0063972    -0.03951216       50.11833       49.62876    -0.01459888    -0.01459798    -0.03124976     0.00579610    -0.03439522      0.2558125       250.1304       51828.10      0.7218335      0.9375320      0.1898631        2411.17        2339.74       1999.000     -0.0104026   0.000000E+00      0.0076038     0.02187159    0.001685914    0.003365159
        64.5600       0.989274      0.2370427       -9.50095       0.164250       -9.39959     0.00337219      0.0147418     0.00183952     -0.0129430      0.1548362       3.117241        9.86571      -1.532990       80.94154       5342.839     -0.0003877     -0.0110581    -0.00110165       787.8696       62.38443     -0.0060222    -0.03904141       50.24873       49.65486    -0.01459888    -0.01456688    -0.03106374     0.00541788    -0.03476965      0.2558125       250.1629       51854.53      0.7221074      0.9375320      0.1898631        2444.82        2357.98       1999.000      0.0144034   0.000000E+00      0.0083679     0.02187159    0.001685914    0.003365159
